id,listing_url,name,space,picture_url,neighbourhood,latitude,longitude,price,weekly_price,monthly_price,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
15700,https://www.airbnb.com/rooms/15700,Upper East Side  Charming 1 bd,"Upper East Side / Carnegie Hill, 95th & Lexington, Charming prewar 1 bedroom apt , Great Upper East Side neighborhood ""Carnegie Hill"", 3 blocks to Central park and ""Museum Mile"" Easy walk to the Guggenheim, Metropolitan, Cooper Hewitt etc. 2 blocks to luxury shopping on Madison. 3 blocks to well known 92nd St Y, Great restaurants & gourmet markets, 1 block to #6 subway line easy to connect to trains all over the city. Great light, Renovated kitchen, Open neighborhood view, elevator building, TV,  WIFI, Queen size bed, 5 night minimum. This listing is for the entire apartment. Check in time  on Weekdays is 4pm to 8pm Saturday & Sunday is 6pm to 10pm pm Later check in is subject to an hourly charge 0f $20 hr. We can not accommodate any check in  after 10pm. Check out time is before 12:00 except by special arrangement.",https://a0.muscache.com/im/pictures/3552970/94dea675_original.jpg?aki_policy=large,Upper East Side,40.7860826091038,-73.9521886220421,110,,,314,65,95,10,10,10,10,9,10,0.71
15711,https://www.airbnb.com/rooms/15711,2 bedroom - Upper East Side-great for kids,"Enjoy an excellent and much more reasonably priced and comfortable alternative to a New York City hotel. Our newly renovated 2 bedroom is located on the charming, tree lined, park block of 77th Street between York Avenue and John Jay Park -  right in the middle of the very safe, Upper East Side. The apartment is a 5th floor walk-up in a beautiful Historic Old World style building with a central courtyard. This apartment can sleep 6 people and a baby.  The apartment has high ceilings, 4 floor to ceiling windows  (lots of light) and hard wood flooring throughout. The master bedroom has a queen  sized bed, dresser,TV, closet and two windows.   The second bedroom is small and set up for our two kids, but has a floor to ceiling window, crib, closet and  a full sized bunk bed. The living room has a large flat screen TV, a  comfortable sectional sofa that can convert to two twin beds or a Queen sized bed.   It has an eat-in kitchen, which is large for NYC and opens into the living room.  Many",https://a0.muscache.com/im/pictures/c444be23-6b18-4094-b2c7-cee811c08c9c.jpg?aki_policy=large,Upper East Side,40.7706541092872,-73.9526947723071,238,2000,6000,126,57,92,9,9,9,9,9,9,0.57
15729,https://www.airbnb.com/rooms/15729,Village Green,"Beautiful bedroom in a duplex house with large outdoor garden.  Located in Red Hook Brooklyn just a short walk to the water, great views of lower Manhattan and the statue of liberty.   NOTE: THIS LISTING IS FOR (1) PRIVATE ROOM YOU CAN RENT THE ENTIRE DUPLEX AS WELL in another listing.",https://a0.muscache.com/im/pictures/d41d92e9-1887-4b7b-96ec-f84117e567c4.jpg?aki_policy=large,Red Hook,40.676947478318,-74.0112086631368,89,595,2150,365,22,79,7,7,9,9,8,7,0.23
15944,https://www.airbnb.com/rooms/15944,"Charming, Unique Prospect Heights Atelier & Loft","In the past year alone, a French artistic collective has drawn pictures of the loft. An Australian photographer has photographed nearly its every inch.  Ballerinas have twirled, writers have written --( I couldn't accommodate a musician with a keyboard from Taiwan, though) the list of people who've found a home here in this 1902 photographers loft is inspiring. This is a special place - though it's old and sometimes cantankerous, it is also uniquely charming.  One BEDROOM  WITH PRIVATE SINK.  SECOND  Room IS LIBRARY/OFFICE and where you can put twin aero bed.  FULLY EQUIPPED KITCHEN.   CUSTOM-MADE FOLD OUT WITH HAND SEWN DESIGNER COVER SLEEPS ONE  in  THE LIVING ROOM-- YOU CAN WATCH THE STARS. One more in office.   EXCELLENT BATHROOM SHOWER.  WINDOWS OPEN ONTO GARDENS.  VERY PRIVATE.  Prospect Heights is also one of Brooklyn's most welcoming, family-friendly, charming neighborhoods.  Watch clouds and planes beneath a soaring 25-foot window. Even long-time New  Yorkers have told me ""the",https://a0.muscache.com/im/pictures/8405813/abe85acf_original.jpg?aki_policy=large,Prospect Heights,40.6768642882849,-73.9696805874289,98,875,2950,173,80,97,10,9,10,10,10,10,0.88
16089,https://www.airbnb.com/rooms/16089,WALK to CENTRAL PARK-Your own 1 Bdrm,"Your own 1 bedroom apartment with its own washer/dryer, tons of light, and in a historic Landmark building  This is a cute and stylish true one bedroom apartment (not a studio with a bed in the corner).   It is a walk up of 5 and 1/2 flights.  Located on the upper east side, the apartment comes with super fast WiFi. There is exposed brick in the apartment and air conditioning.  Furnished with linens and cookware.   There is also a futon in the living room that sleeps 1-2 persons. No hidden fees:  You do not pay for water, heat, electric, internet, or broker fees.   Please note that since it is a 6th floor walk-up, the apartment is not handicap accessible.   Location: - 15 minutes on subway to * Times Square * Union Square * Columbus Circle  - 13 minute walk/3 minute cab ride to Central Park, Metropolitan Museum & Whitney.  - 10 minute or 12 dollar cab to the East Village  - 8 minute walk to the 4/5/6 subway line and short walk to the new 2nd Avenue subway line - 5 minute walk to Gracie",https://a0.muscache.com/im/pictures/4333996/b4da9a80_original.jpg?aki_policy=large,Upper East Side,40.7694072036259,-73.9504975886433,225,900,3100,183,126,92,9,9,9,9,9,9,1.31
16326,https://www.airbnb.com/rooms/16326,Comfortable 4-bedroom apt in family house.,"Brooklyn Vacation Rental for up to 8 people Vacation Rental Details: This apartment is in a 2 family house (the other apartment is me). We rent the apartment out as a vacation rental. It's a great way for tourists to visit New York City, and not have to pay hotel prices! APARTMENT DETAILS: - master bedroom (queen bed) - master bathroom - three bedrooms (full beds; all bedrooms are private and have windows, except for fourth bedroom, which is private, but has no window) - second full bathroom - Comfortable living room with two sofas, TV and DVD player - Kitchen equipped with dishes, silverware, pots & pans, stove/oven, dishwasher, microwave, coffee maker, toaster, fridge/freezer - Linens and towels included - no washer or dryer, but there is a laundromat one block away (they also do drop-off service for a reasonable price) - Internet access (WiFi) included - very clean (I clean it myself after every group), non-toxic/ biodegradable cleaning products - Security Deposit required (normally",https://a0.muscache.com/im/pictures/d7592ddf-247b-46b4-8f34-1b6c3211f29b.jpg?aki_policy=large,Prospect Heights,40.6781054614359,-73.9642844249074,339,,,242,125,99,10,10,10,10,10,10,1.38
16338,https://www.airbnb.com/rooms/16338,Double Room w Private Deck Clinton Hill Best Area,"If you ask around anyone will tell you that the Fort Greene/Clinton Hill area of Brooklyn is one of the coolest neighborhood to be in. Lots of bars/restaurants. Lovely park and trees everywhere. Farmers market on saturday and much to do. Close to ALL the trains and buses.  My block is nice and quiet.   This is a two bedroom apt. You will have a private room  and share the bathroom and kitchen with me.  The apt has high ceilings and wood floors.   The Room opens onto a really cute deck that is also your own private space. There is a loft double bed suitable for a couple,  Also a double bed in the room if climbing up a ladder is not your thing.  Loft area becomes a great storage space for cases etc  Please Note utilities are not included for long term stay. Average price for gas electric and internet is 60/month",https://a0.muscache.com/im/pictures/7768624/01114010_original.jpg?aki_policy=large,Clinton Hill,40.6899966097103,-73.9678782885259,55,400,1500,338,27,92,9,9,10,10,9,9,0.27
16422,https://www.airbnb.com/rooms/16422,Live-Work-Apartment: join the flair,"It's a very friendly, productive live-work environment here. Yes, here together with roommate Paul F. Mancini (since 2016, playwright/theater director) lives a self-employed Swiss female ME. A writer-filmmaker-actress who speaks 6 languages fluent, rides her bicycle everywhere at anytime in heels, and among more other stuff, works from home. I tried to create a cozy, colorful home in Prospect Lefferts Gardens. 2.5 blocks off Prospect Park (huge NYC park with zoo, botanic garden etc.) on the Q subway line, Parkside Ave. stop. Inside of our building, we have a green courtyard/garden and accessible rooftop with trees. You can almost touch the moon from up there.  All rooms have high ceilings and no ACs. The bedrooms are basic furnished. Nonetheless, highly personal and clean. You'd be staying in Bedroom One version 2017 with my new dreamland bed and firefly heart on the wall. Can you see it? It's the one with the blue-red-white pillows. And you would need to not mind my wardrobe storage w",https://a0.muscache.com/im/pictures/27227415/f3c9041b_original.jpg?aki_policy=large,Flatbush,40.6542341042183,-73.9592089703583,75,,,364,36,96,10,10,10,10,9,9,0.36
16458,https://www.airbnb.com/rooms/16458,Light-filled 2B duplex in the heart of Park Slope!,"Our place is a relaxed and quiet refuge from the city! With two floors, incredible natural light, and lots of plants, we have plenty of space to accommodate families in comfort. The large master bedroom upstairs opens directly out onto the south-facing deck, where in season you can enjoy views of the Freedom Tower and Statue of Liberty while eating straight out of the garden! The open kitchen / living room area is perfect for hanging out, and opens to a north-facing terrace (think Rear Window) where you can drink your morning coffee. An airy children's bedroom can comfortably sleep two. A daybed under the stairs can accommodate an adult. We have copious closet and storage space for you, and a washer-dryer in-house to keep you fresh on your journey. For long stays, cleaning service can be arranged.",https://a0.muscache.com/im/pictures/c69f91bd-4418-44a4-82e9-8e96fec0aa89.jpg?aki_policy=large,Park Slope,40.6734257843824,-73.9833771909254,225,,,0,4,100,10,10,10,10,10,10,0.49
16580,https://www.airbnb.com/rooms/16580,"Sunny, Modern room in East Village!","This listing is for 1 bedroom in a 3 bedroom luxury duplex with a large private terrace on East 9th Street.  The Apartment: Just one block off Tompkins Square Park in an elevator building. The apartment is a large luxury 2-floor, 3-bedroom, 2-bath duplex in Alphabet City/ East Village and a short walk away from Lower East Side, West Village, SoHo, Noho, Chinatown, Little Italy, and the rest of downtown Manhattan! The Room: A large, bright room with a very comfortable queen-sized bed, AC, large closet, and spectacular views of lower Manhattan.  The Host: Friendly, creative female who loves to travel, write, make movies, listen to music, and meet new people! I've lived in the neighborhood for 10 years and have lots recommendations for favorite coffee shops, bars, restaurants, bookstores, museums, and anything else you can think of in the city. Feel free to write if you have any questions!",https://a0.muscache.com/im/pictures/37e211bb-6ef8-44b6-8022-7427e7a241a5.jpg?aki_policy=large,Alphabet City,40.7264879482535,-73.9790351540723,80,,,167,228,94,10,9,10,9,9,9,4.13
16595,https://www.airbnb.com/rooms/16595,*Loft with Bedroom - Full Floor - Williamsburg NY*,"â€¢ Private bedroom with queen size bed and secretary desk â€¢ Two sofa beds in the living area (twin & full size) â€¢ Dining area with fully equipped open kitchen â€¢ Office area with two desks, cinema display, all-in-one printer â€¢ Wall unit with reading  nook â€¢ Home theater  (projector / screen / sound system) â€¢ Spacious wall closet â€¢ Clawfoot tub",https://a0.muscache.com/im/pictures/631b093e-5abe-4094-b450-ad961618a4cf.jpg?aki_policy=large,Williamsburg,40.7093302776714,-73.9679176126601,250,,,365,110,92,10,9,10,10,9,9,1.23
16737,https://www.airbnb.com/rooms/16737,East Village Duplex with Patio,"I live in an East Village duplex and I am offering the downstairs bedroom for a single traveler or a couple during their visit to NYC.  Your room has a lovely outdoor patio to relax, where you can have your morning coffee or evening wine. Your room also has a private bathroom (I have my own bathroom upstairs) and a private access door of its own. The kitchen is on the top floor. You are more than welcome to keep your stuff in the fridge or use the china or glassware, fix yourself a cup of coffee or cereal but please NO cooking... What comes with the room: - A private bathroom with a bathtub (just like a hotel) - A private entrance door from outside - Clean sets of towels - A very comfortable queen size bed - A nightstand - A sizable wardrobe - A dresser - Outdoor patio with deck chairs - Storage space for your suitcases - Iron and ironing board - Hairdryer What is included in the price: - Free high speed wireless internet access I bartend 5 nights a week so you would have the apartment",https://a0.muscache.com/im/pictures/146566/ff172463_original.jpg?aki_policy=large,Alphabet City,40.7247537609759,-73.9824094411179,120,,,214,309,92,9,9,10,9,9,9,3.2
16821,https://www.airbnb.com/rooms/16821,Large Room in Amazing East Village Apt,"The apartment is among the best available in the lively East Village. Itâ€™s a second-floor walk up with a fire escape off of Room #1, a large kitchen, spacious living room, large back deck with bbq, wi-fi internet, pressed-tin ceilings, amazing roof access, etc. It has a lot of character; very homey but spacious feeling with high ceilings, lots of artwork, plants, wood floors, exposed brick, etc. The access to grocery stores, laundry, restaurants, bars, theaters, liquor store, cinema, Tompkins Square Park, etc, is pretty unbeatable. In general, the rooms, location, and size of the apartment make it a pretty desirable package.  It is close to both the F train (2nd Avenue), the L Train (1st Avenue) and the 6 Train (Astor Place). The two rooms that are available are the largest and second largest rooms.  Room #1 has a private fire escape off of the room, queen-sized bed and is large and spacious.  Room #2 is also spacious, with a queen-sized bed, quiet and is warm in the winter and cool in",https://a0.muscache.com/im/pictures/22011644-b8a7-48a2-b385-648b69dfd4a0.jpg?aki_policy=large,Alphabet City,40.7229824700698,-73.984736326722,79,,,359,66,92,9,8,9,10,10,9,0.98
16885,https://www.airbnb.com/rooms/16885,[1524-S] Lux Midtown East Studios - Walk to UN,"Fully-furnished, Newly Renovated studios apartment suites with hotel amenities are available for both short-term (3 night minimum stay) and long-term stays. Each elegantly styled suite, much larger than a typical New York City hotel room, is designed to provide you with all the comforts and conveniences of home.  Studios offer 500 sq. ft. of living space. Beekman Tower is an historical landmark that rises prominently over the East River in one of Manhattanâ€™s most exclusive neighborhoods. The one-bedroom suites are fully furnished with comfortable, contemporary furnishings throughout. There is a spacious sitting area with dining seating for 4 person. There is a 42"" Flat Panel TV and DVD player in the living room. You will have a fully equipped kitchen with granite counter tops, stainless steel appliances and housewares. Each bedroom has a Queen Bed with a double pillow-top mattress and 32"" TV. The contemporary baths offer exquisite tile and glass shower/tub enclosures. Beautiful wood fl",https://a0.muscache.com/im/pictures/9084f4f9-e7d4-46f3-93d3-924f88fada5d.jpg?aki_policy=large,Kips Bay,40.7445004655472,-73.9740372167309,329,,7000,364,1,80,6,10,6,8,8,6,0.39
16928,https://www.airbnb.com/rooms/16928,Cute one-bedroom in Nolita!,"Check in: 2pm  Check out: 11am  INCLUDES:  Comfy, firm Queen-sized bed, hardwood floors, AC, heat, and high speed wireless and lots of daylight. Only one flight up. Whole Foods around the corner. Near to great cafes, shopping, and 3 minutes from all forms of transportation.  Best suited for young travelers, architects, designers, artists.. people who tend to enjoy a more minimally furnished atmosphere, with everything you need. *Please note: The apartment faces street (one flight up) so there may be the usual street chatter that accompanies living in the center of New York City in the summer months.*",https://a0.muscache.com/im/pictures/c531791e-c318-4b4e-bfd8-cef95c4c4b8a.jpg?aki_policy=large,Nolita,40.7225197287445,-73.9944090494471,110,,,72,57,95,9,9,10,10,10,9,0.65
16974,https://www.airbnb.com/rooms/16974,SpaHa Loft: Enormous and Bright,"ABSOLUTELY NO SMOKING! PLEASE NOTE RATE VARIES DEPENDING ON MONTH/SEASON AND IS BASED ON 4 PEOPLE. A SECURITY DEPOSIT IS REQUIRED, AND  THERE IS A $150 CLEANING FEE. AVAILABLE ALL YEAR! ALL UTILITIES & WIFI INCLUDED. CHECKOUT TIME IS 10:00 AM. Soak up the Latin beat of exciting SpaHa (Manhattan's Spanish Harlem) in this 2000+ square foot luxury loft taking up the entire second floor of an old warehouse that has been renovated with care. With 12ft ceilings, the custom windows let in tons of light.   The loft has four bedrooms (2 with queen beds, 2 with 2 twins).  In true loft fashion, the walls don't quite reach the ceilings, but it's great for families or groups of friends on an outing to New York, or maybe even looking for a place to settle for a while. There are two bathrooms, two enormous walk-in closets, and a laundry room with washer-dryer.  The kitchen has everything you need, including a microwave oven, coffee maker and toaster.  Towels and bed linens are provided. We offer free",https://a0.muscache.com/im/pictures/472644/0a0498f0_original.jpg?aki_policy=large,East Harlem,40.8016424964219,-73.9392213940957,225,1900,7000,185,144,95,10,9,10,10,8,9,1.45
16990,https://www.airbnb.com/rooms/16990,Sleep at the CozySuite Pinacle,"We welcome travelers to CozySuite to sleep by night, live and commute as a native New Yorkers.  The MTA subways and buses are nearby leading to all major attractions. You can take the A train in 5 express stops to Manhattan. Our modern, spacious, new construction brownstone is located in Brooklynâ€™s historical neighborhood of Bedford-Stuyvesant, famous for its tree lined streets and landmark brownstones.  We are 10-15 minutes from The Brooklyn Art Museum, BAM (Brooklyn Academy of Music), Prospect Park, Fort Greene, and Brooklynâ€™s Botanical Garden.  Accomodations / Additional Amenities   1 Private Bedrooms with shared common areas: shared bathroom  -within in 3 bed apartment that will share kitchen, living and dining area -Hardwood floors (low allergen environment) Bedroom room has:  -Ceiling Fans - One complimentary set of fresh clean bed set and towels  - One folding table and chair Living Room  Use of Full Kitchen and complimentary: Cooking / Eating utensils Coffee / tea facilities   ",https://a0.muscache.com/im/pictures/2583981/88784d54_original.jpg?aki_policy=large,Bedford-Stuyvesant,40.6849322945469,-73.9316610388113,59,,1092,365,5,90,9,10,10,10,8,9,0.06
17037,https://www.airbnb.com/rooms/17037,Lovely EV Artist's Home,"A charming artist's home for responsible guests in a small friendly and safe building in the east village.   My lovely east village floor-through home is available for a responsible older couple or single (35+) looking for a clean quiet temporary apartment in the city.   It is beautifully furnished with designer furniture and family antiques. There are windows front and back of this typical railroad apt, with a sunny kitchen, and quiet bedroom with a new super comfortable plush firm full (double) mattress.  There is a desk with wifi ( w/small speakers and a usb printer for your use), hd tv w/local channels (w/vhs and dvd player).  Includes an  ironing board, a full kitchen with all-clad pans, a tivoli radio in the kitchen,  a gas oven, linens and towels.  The apt also includes cleaning every two weeks and i provide sheets and towels.   This is a very simple apartment, there is no microwave, and true to the tenement design- only one sink in the kitchen! The bathroom has a great bath and",https://a0.muscache.com/im/pictures/6477265/3746d647_original.jpg?aki_policy=large,Alphabet City,40.7216239669585,-73.9800813418531,210,1330,5320,177,47,95,9,10,10,10,9,9,0.49
17052,https://www.airbnb.com/rooms/17052,Bay Ridge Brooklyn Safe Haven,"Upscale Resedential Neighborhood VERY , VERY , VERY SAFE CLOSE TO EVERYTHINg I am in Bay Ridge Brooklyn, with private 1 bedroom apartment, the unit has a main bedroom with a queen-size bed. The living room has a sleep sofa and a normal bed. Each unit sleep 4 persons. An eat in kitchen and bath, cable tv and high speed internet, very comfortable and clean. You wont be disapointed. Thank you for your interest in our rental property. Your hosts, the Karelas family, are a blend of Greek and Spanish cultures, as well as seasoned travelers of the world. We invite you to taste our hospitality and promise you to do our best to make your stay in NYC a memorable one. We are located in Bay Ridge, a very safe, wonderful, upscale residential neighborhood with all the amenities; shopping, restaurants and more. Street parking is very accessible. We are located one block from the water front (the entrance to New York Harbor): a great place for a walk, bike ride or a jog. Exact address is 7107 Narrows ",https://a0.muscache.com/im/pictures/14861362/e45c6ed2_original.jpg?aki_policy=large,Bay Ridge,40.6350147569675,-74.0342646851285,125,,,361,55,88,8,8,9,9,9,9,0.57
17092,https://www.airbnb.com/rooms/17092,Cool Room in Hell's Kitchen,"Cozy apartment in the heart of NYC for 2 people to live comfortably.  Apartment is  5 minute walk from Times Square and the Theater District.   10 minute walk from Central Park (Columbus Circle).   2 blocks away from various subway stations (A,C,E,N,R trains).",https://a0.muscache.com/im/pictures/58406399/eafa88b4_original.jpg?aki_policy=large,Hell's Kitchen,40.7634192252497,-73.988654125418,60,,1250,255,15,87,10,9,10,9,10,9,0.41
17226,https://www.airbnb.com/rooms/17226,Comfy home on the fabulous UWS,"Please note the following: 1)  A REAL (profile) PHOTO IS REQUIRED FOR A RESPONSE.   2)  Do NOT contact me for December or New Year's before Nov. 20th.....I rarely book more than a month in advance. 3)  Please read the apt. description carefully.  Many of your questions will be answered there.  I have certain requests and if you read on, you will see them below.   4)  Please contact me first before placing a reservation request.  I prefer to have communication with potential visitors before I accept a reservation.  5) I have more requests than I can handle.  I try to do my best for each guest and inquiry.  It may take me a while to reply to you.  If you don't hear back, try me again.  If you are traveling solo, you will have better luck booking the 2nd room as a share with me being here, rather than asking for the entire apt.  6) The apt. is NOT child-proofed.  I generally do not accept small children for this reason.   About the apt.: Colorful, light, airy pre-war apt. on the fabulous ",https://a0.muscache.com/im/pictures/8136670/1587326d_original.jpg?aki_policy=large,Upper West Side,40.787955153625,-73.9768365615058,170,1150,,283,41,90,9,8,9,9,10,9,0.44
17240,https://www.airbnb.com/rooms/17240,Stay at the CozySuite Citadelle,"We welcome travelers to CozySuite to sleep by night, live and commute as a native New Yorkers.  The MTA subways and buses are nearby leading to all major attractions. You can take the A train in 5 express stops to Manhattan. Our modern, spacious, new construction brownstone is located in Brooklynâ€™s historical neighborhood of Bedford-Stuyvesant, famous for its tree lined streets and landmark brownstones.  We are 10-15 minutes from The Brooklyn Art Museum, BAM (Brooklyn Academy of Music), Prospect Park, Fort Greene, and Brooklynâ€™s Botanical Garden.  Accommodations / Additional Amenities   1 Private Bedroom with shared common areas: private bedroom includes private bathroom -within in 3 bed / 2 bath apartment that will share kitchen, living and dining area -Hardwood floors (low allergen environment) Bedroom room has:  -Ceiling Fans - One complimentary set of fresh clean bed set and towels  - One folding table and chair Living Room  Use of Full Kitchen and complimentary: Cooking / Eating u",https://a0.muscache.com/im/pictures/2584114/f46d6492_original.jpg?aki_policy=large,Bedford-Stuyvesant,40.6851121109519,-73.9323957112769,69,,1225,365,21,79,8,10,7,7,8,7,0.21
17297,https://www.airbnb.com/rooms/17297,Modern Brownstone living1,"BROOKLYN BROWNSTONE TOWNHOUSE: This is duplex apartment of the ground floor and basement of a 100years old historic building recently fully renovated. The exact location of the brownstone is: 2** MacDonough St, 11233 Booklyn, NY. We are two blocks away from the Utica Av subway station of the A/C line (Blue). Approximate time to downtown Manhattan (Wall street) is 15min and to middle-town (Times Square) is 30min. Street parking is free and easy to find around the block. We have a nice neighborhood's cafeteria, in our block  (Website hidden by Airbnb)  and a very good restaurant, that was awarded Eat Out 2009 by New york Time Out magazine.  (Website hidden by Airbnb)  The 1st floor/basement duplex: [4-11] Guests depending bedding requirements  [2] queen, [2] double, [1] double sofa-bed, [1] single. [3.5] Rooms duplex with [1] bathroom and [1] kitchen  [ (Phone number hidden by Airbnb) ] Total size Private back 500sf back yard with bbq. Independent entry and internal private staircase bet",https://a0.muscache.com/im/pictures/86818/dbda4c28_original.jpg?aki_policy=large,Bedford-Stuyvesant,40.6813400499429,-73.9363674212084,180,1400,4400,137,48,80,8,7,9,9,8,8,0.67
17298,https://www.airbnb.com/rooms/17298,Modern Brownstone living3,"BROOKLYN BROWNSTONE TOWNHOUSE 3rd floor This 3rd floor apartment of a 100years old historic building recently fully renovated. The exact location of the brownstone is: 2** MacDonough St, 11233 Booklyn, NY. We are two blocks away from the Utica Av subway station of the A/C line (Blue). Approximate time to downtown Manhattan (Wall street) is 15min and to middle-town (Times Square) is 30min. Street parking is free and easy to find around the block. We have a nice neighborhood's cafeteria, in our block  (Website hidden by Airbnb)  and a very good restaurant, that was awarded Eat Out 2009 by New york Time Out magazine.  (Website hidden by Airbnb)  ROOMS & BEDDING: [2-7] Guests depending bedding requirements  [1] queen, [2] single bunk bed, [2] single sofa bed [2.5] Rooms with [1] bathroom and [1] kitchen  [800sf-80m2] Total size Free wi-fi included, premium channels tv, clean linens and towels. Check in/out is flexible to be agreed with friendly owner. Housekeeper is available 24/7. ",https://a0.muscache.com/im/pictures/86825/52517585_original.jpg?aki_policy=large,Bedford-Stuyvesant,40.6829056053866,-73.9366381527946,180,1300,4000,135,30,86,9,8,10,9,8,9,0.42
17299,https://www.airbnb.com/rooms/17299,Modern Brownstone living4,"BROOKLYN BROWNSTONE TOWNHOUSE 4th floor This 4th floor apartment of a 100years old historic building recently fully renovated. The exact location of the brownstone is: 2** MacDonough St, 11233 Booklyn, NY. We are two blocks away from the Utica Av subway station of the A/C line (Blue). Approximate time to downtown Manhattan (Wall street) is 15min and to middle-town (Times Square) is 30min. Street parking is free and easy to find around the block. We have a nice neighborhood's cafeteria, in our block  (Website hidden by Airbnb)  and a very good restaurant, that was awarded Eat Out 2009 by New york Time Out magazine.  (Website hidden by Airbnb)  ROOMS & BEDDING: [2-8] Guests depending bedding requirements  [1] queen, [1] double bed, [2] double sofa bed [2.5] Rooms with [1] bathroom and [1] kitchen  [800sf-80m2] Total size Free wi-fi included, premium channels tv, clean linens and towels. Check in/out is flexible to be agreed Housekeeper is available 24/7 ",https://a0.muscache.com/im/pictures/4241029/8efa71c6_original.jpg?aki_policy=large,Bedford-Stuyvesant,40.6827597298814,-73.9350257262573,180,1300,4000,146,35,81,8,8,10,9,8,8,0.45
17453,https://www.airbnb.com/rooms/17453,Couch for female in LES apartment,"The couch is within a one bedroom apartment in the Lower East Side. It's a walk up building on the fourth floor. Great location and walking distance to the East Village, Noho, Soho, Chinatown, Little Italy, Nolita and more. Within a three block radius you'll find many good cafes, restaurants, bars and galleries. Also it's close to landmarks such as Katz's deli, Essex Market, the Tenement Museum and many others.  The apartment has hardwood floors and is in the back of the building so you don't hear much noise (traffic or sirens). Good shower, kitchen with Cuisinart coffeemaker that serves up a great brew, wi-fi, and laundry is very close.  I can give you some insight on great places to check out locally and help you with directions and NYC info.",https://a0.muscache.com/im/pictures/98022922/180d0b68_original.jpg?aki_policy=large,Lower East Side,40.7199528564189,-73.9854358274647,75,600,2400,362,0,,,,,,,,
17693,https://www.airbnb.com/rooms/17693,"HARLEM, NEW YORK WELCOMES YOU!!",,https://a0.muscache.com/im/pictures/27459127/93258a82_original.jpg?aki_policy=large,Washington Heights,40.831385775789,-73.9409537628321,65,686,1850,365,19,94,9,9,10,10,9,9,1.33
17747,https://www.airbnb.com/rooms/17747,BLUE TRIM GUEST HOUSE,"Over tea, coffee or wine (as your schedule goes), we'll get acquainted with one another's laughter and lives around the dining table, enjoying sweeping views of the city. We're respectful of boundaries and hope only to be of help while you're here. The layout of the apartment provides spaciousness, as the guest room pairs with a full private bathroom to form a distinct and unique 'wing' for your quiet relaxation. The guest room itself has windows that face the rising sun, and the blackout shades installed ensure a good night's rest no matter how sensitive to light you may be as a sleeper. There's ample closet and drawer space, with electrical outlets within easy reach. As a launchpad to the larger city, we're perfectly positioned between JFK airport and Manhattan, making arrival a breeze and exploration a joy. But you won't need to go far to find out why Brooklyn has a global reputation. If questions, please inquire - we look forward to introducing you to a city we adore.",https://a0.muscache.com/im/pictures/69c0d2ec-db15-485f-8fe2-1d030a785480.jpg?aki_policy=large,Clinton Hill,40.6834627490444,-73.9637353238205,105,750,2750,362,63,97,10,10,10,10,10,10,0.65
18127,https://www.airbnb.com/rooms/18127,Charming East Village One Bedroom Flat,"This block of East 7th Street, in the East Village Historic District, was featured in the NY Times in December 2010, check out the article to see some of the great establishments right outside your door.  Just search on your favorite browser for ""Clever Young East Seventh Street NY Times."" This clean, recently renovated, charming apartment has a full size living room, large separate bedroom, small but practical, clean modern kitchen and a nice new bathroom. The space is immaculate, very well heated, renovated, modern, and extremely well kept. High ceilings, lots of light (south facing), wood floors, thoughtful lighting with dimmers, exposed brick, plenty of closet space, cleaning service, and free reliable wifi. The apartment is nicely furnished and decorated with a brand new luxurious queen size bed. The nightly rent includes all utilities, wifi, heat, hot water, coffee and tea.    Ideally located on East 7th Street between First and Second Avenues, the apartment is within a 5 minute ",https://a0.muscache.com/im/pictures/6f42d45e-2450-4251-8770-633a1166bc7f.jpg?aki_policy=large,East Village,40.7282803645799,-73.9880116208338,170,,,277,17,96,10,10,10,10,10,9,0.19
18152,https://www.airbnb.com/rooms/18152,Manhattan Room,,https://a0.muscache.com/im/pictures/2c371d89-e590-468e-97bc-d345670dd28c.jpg?aki_policy=large,Upper East Side,40.768648050468,-73.9505818953522,240,,,359,106,86,8,8,10,9,9,9,1.35
18195,https://www.airbnb.com/rooms/18195,King of Queens w/ Private Bathroom,"Large Master Bedroom with private bath in a 3 bedroom/ 2 bathroom apartment. The room is (16ft x 12ft) with refinished floors and a new luxurious private bath! PLEASE CAREFULLY READ THROUGH ALL OF THE INFORMATION BELOW, BEFORE SENDING AN INQUIRY. The room sleeps 2 and belongs to a very spacious 3 bedroom/2 bathroom apartment in Woodside (Queens). We provide wireless internet access, as well as clean sheets and towels. The room is equipped with a queen size bed, air conditioner, TV, closet, desk, night stands, reading lamps and alarm clock.  You are more then welcome to make use of our spacious living room and, if you like cooking, of our newly renovated kitchen. Please note, that you would be sharing these common areas with us.  A quiet and safe neighborhood, Woodside is only a 20 min. subway-ride away from Midtown Manhattan. Right next to the Woodside/61 st subway station there is a Long Island Rail Road (LIRR) station with a convenient 30 min. connection to and from  JFK airport (for",https://a0.muscache.com/im/pictures/3323417/af108839_original.jpg?aki_policy=large,Woodside,40.7459018756058,-73.907639892143,90,,1400,232,13,98,10,10,10,10,10,10,0.13
